"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"14","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","104","Local variable 'creatingMember' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"15","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","112","Found 'DD'-anomaly for variable 'response' (lines '112'-'115').","Controversial Rules","DataflowAnomalyAnalysis"
"16","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","126","Local variable 'modelAndView' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"17","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","140","Parameter 'todoItemId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"18","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","142","Found 'DD'-anomaly for variable 'response' (lines '142'-'145').","Controversial Rules","DataflowAnomalyAnalysis"
"19","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","145","Found 'DD'-anomaly for variable 'response' (lines '145'-'148').","Controversial Rules","DataflowAnomalyAnalysis"
"20","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","157","Parameter 'todoItemId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"21","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","158","Avoid excessively long variable names like notificationContent","Naming Rules","LongVariable"
"22","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","3","158","Parameter 'notificationContent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"23","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","161","Found 'DD'-anomaly for variable 'response' (lines '161'-'170').","Controversial Rules","DataflowAnomalyAnalysis"
"24","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","170","Found 'DD'-anomaly for variable 'response' (lines '170'-'173').","Controversial Rules","DataflowAnomalyAnalysis"
"25","com.ziksana.controller.todo","src/main/java/com/ziksana/controller/todo/TodoController.java","5","185","Found 'DU'-anomaly for variable 'categoryList' (lines '185'-'193').","Controversial Rules","DataflowAnomalyAnalysis"
"26","com.ziksana.exception.todo","src/main/java/com/ziksana/exception/todo/TodoException.java","3","10","Parameter 'error' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"27","com.ziksana.exception.todo","src/main/java/com/ziksana/exception/todo/TodoException.java","3","10","Parameter 'errorCode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"28","com.ziksana.exception.todo","src/main/java/com/ziksana/exception/todo/TodoException.java","3","14","Parameter 'errorCode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"29","com.ziksana.exception.todo","src/main/java/com/ziksana/exception/todo/TodoException.java","3","18","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"30","com.ziksana.exception.todo","src/main/java/com/ziksana/exception/todo/TodoException.java","3","18","Parameter 'errorCode' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"31","com.ziksana.persistence.todos","src/main/java/com/ziksana/persistence/todos/TodoMapper.java","3","18","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"32","com.ziksana.persistence.todos","src/main/java/com/ziksana/persistence/todos/TodoMapper.java","3","20","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"33","com.ziksana.persistence.todos","src/main/java/com/ziksana/persistence/todos/TodoMapper.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"34","com.ziksana.persistence.todos","src/main/java/com/ziksana/persistence/todos/TodoMapper.java","3","24","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"35","com.ziksana.persistence.todos","src/main/java/com/ziksana/persistence/todos/TodoMapper.java","3","26","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"36","com.ziksana.service.todo","src/main/java/com/ziksana/service/todo/TodoService.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"37","com.ziksana.service.todo","src/main/java/com/ziksana/service/todo/TodoService.java","3","18","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"38","com.ziksana.service.todo","src/main/java/com/ziksana/service/todo/TodoService.java","3","20","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"39","com.ziksana.service.todo","src/main/java/com/ziksana/service/todo/TodoService.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"40","com.ziksana.service.todo","src/main/java/com/ziksana/service/todo/TodoService.java","3","24","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"41","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","4","17","Avoid unused imports such as 'com.ziksana.exception.SystemException'","Type Resolution Rules","UnusedImports"
"42","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","4","17","Avoid unused imports such as 'com.ziksana.exception.SystemException'","Type Resolution Rules","UnusedImports"
"43","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","1","30","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"44","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","33","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"45","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"46","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","39","Found 'DD'-anomaly for variable 'todoList' (lines '39'-'41').","Controversial Rules","DataflowAnomalyAnalysis"
"47","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","41","Found 'DU'-anomaly for variable 'todoList' (lines '41'-'51').","Controversial Rules","DataflowAnomalyAnalysis"
"48","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","44","The String literal 'Data Access Exception called' appears 4 times in this file; the first occurrence is on line 44","String and StringBuffer Rules","AvoidDuplicateLiterals"
"49","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","47","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"50","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","48","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"51","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","54","Parameter 'todo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"52","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","65","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"53","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","70","Parameter 'todo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"54","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","71","Avoid unused local variables such as 'rowCount'.","Unused Code Rules","UnusedLocalVariable"
"55","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","71","Found 'DD'-anomaly for variable 'rowCount' (lines '71'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"56","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","73","Found 'DU'-anomaly for variable 'rowCount' (lines '73'-'83').","Controversial Rules","DataflowAnomalyAnalysis"
"57","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","79","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"58","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","80","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"59","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","86","Parameter 'todoId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"60","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","88","Avoid unused local variables such as 'deleteCount'.","Unused Code Rules","UnusedLocalVariable"
"61","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","88","Found 'DD'-anomaly for variable 'deleteCount' (lines '88'-'90').","Controversial Rules","DataflowAnomalyAnalysis"
"62","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","90","Found 'DU'-anomaly for variable 'deleteCount' (lines '90'-'99').","Controversial Rules","DataflowAnomalyAnalysis"
"63","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","105","Local variable 'offset' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"64","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","106","Local variable 'limit' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"65","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","107","Local variable 'rowBounds' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"66","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","108","Found 'DD'-anomaly for variable 'todoList' (lines '108'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"67","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","110","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"68","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","5","112","Found 'DU'-anomaly for variable 'todoList' (lines '112'-'122').","Controversial Rules","DataflowAnomalyAnalysis"
"69","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","118","Avoid catching NullPointerException; consider removing the cause of the NPE.","Strict Exception Rules","AvoidCatchingNPE"
"70","com.ziksana.service.todo.impl","src/main/java/com/ziksana/service/todo/impl/TodoServiceImpl.java","3","119","New exception is thrown in catch block, original stack trace may be lost","Design Rules","PreserveStackTrace"
"71","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","4","24","Avoid unused imports such as 'com.github.springtestdbunit.annotation.DatabaseSetup'","Type Resolution Rules","UnusedImports"
"72","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","4","24","Avoid unused imports such as 'com.github.springtestdbunit.annotation.DatabaseSetup'","Type Resolution Rules","UnusedImports"
"73","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","1","42","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"74","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","44","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"75","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","45","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"76","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","51","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"77","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","51","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"78","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","51","Document empty method","Design Rules","UncommentedEmptyMethod"
"79","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","58","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"80","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","58","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"81","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","58","Document empty method","Design Rules","UncommentedEmptyMethod"
"82","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","67","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"83","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","68","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"84","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","69","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"85","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","87","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"86","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","90","Avoid unused local variables such as 'todos'.","Unused Code Rules","UnusedLocalVariable"
"87","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","5","90","Found 'DU'-anomaly for variable 'todos' (lines '90'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"88","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","90","Local variable 'todos' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"89","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","94","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"90","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","96","Local variable 'todoMapper' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"91","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","100","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"92","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","139","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"93","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","148","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"94","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","157","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"95","com.ziksana.service.todo.impl","src/test/java/com/ziksana/service/todo/impl/TodoServiceImplTest.java","3","167","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
