"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"26","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LoginController.java","3","140","Parameter 'userId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"27","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","28","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"28","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","29","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"29","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","32","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"30","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","37","Local variable 'cookies' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"31","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","40","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"32","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","44","Local variable 'path' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"33","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","68","Local variable 'modelAndView' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"34","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","74","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"35","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","74","Parameter 'strCookieName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"36","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","74","Parameter 'strPath' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"37","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/LogoutController.java","3","77","Local variable 'cookie' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"38","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/MediaController.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"39","com.ziksana.controller.security","src/main/java/com/ziksana/controller/security/MediaController.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"40","com.ziksana.persistence.security","src/main/java/com/ziksana/persistence/security/UserMapper.java","3","21","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"41","com.ziksana.persistence.security","src/main/java/com/ziksana/persistence/security/UserMapper.java","3","23","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"42","com.ziksana.persistence.security","src/main/java/com/ziksana/persistence/security/UserSqlProvider.java","4","6","Avoid unused imports such as 'org.apache.ibatis.jdbc.SqlBuilder'","Type Resolution Rules","UnusedImports"
"43","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","32","Parameter 'servletRequest' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"44","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","33","Parameter 'filterChain' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"45","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","33","Parameter 'servletResponse' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"46","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","36","Local variable 'httpRequest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"47","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","5","37","Found 'DU'-anomaly for variable 'httpResponse' (lines '37'-'88').","Controversial Rules","DataflowAnomalyAnalysis"
"48","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","37","Local variable 'httpResponse' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"49","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","5","39","Found 'DU'-anomaly for variable 'url' (lines '39'-'88').","Controversial Rules","DataflowAnomalyAnalysis"
"50","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","39","Local variable 'url' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"51","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","41","Local variable 'sessionToken' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"52","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","43","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"53","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","2","44","System.out.print is used","Java Logging Rules","SystemPrintln"
"54","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","45","Local variable 'httpSession' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"55","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","2","51","System.out.print is used","Java Logging Rules","SystemPrintln"
"56","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","2","68","System.out.print is used","Java Logging Rules","SystemPrintln"
"57","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","2","69","System.out.print is used","Java Logging Rules","SystemPrintln"
"58","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","2","71","System.out.print is used","Java Logging Rules","SystemPrintln"
"59","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","96","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"60","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","118","Parameter 'httpRequest' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"61","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","122","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"62","com.ziksana.security.filters","src/main/java/com/ziksana/security/filters/AuthenticationFilter.java","3","136","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"63","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","4","3","Avoid unused imports such as 'java.io.Serializable'","Type Resolution Rules","UnusedImports"
"64","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","4","3","Avoid unused imports such as 'java.io.Serializable'","Type Resolution Rules","UnusedImports"
"65","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"66","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","12","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"67","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"68","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","17","Parameter 'memberId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"69","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","17","Parameter 'memberPersonaId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"70","com.ziksana.security.util","src/main/java/com/ziksana/security/util/SecurityToken.java","3","17","Parameter 'role' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"71","com.ziksana.security.util","src/main/java/com/ziksana/security/util/ThreadLocalUtil.java","3","3","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"72","com.ziksana.security.util","src/main/java/com/ziksana/security/util/ThreadLocalUtil.java","3","8","Parameter 'token' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"73","com.ziksana.service.security","src/main/java/com/ziksana/service/security/AuthenticationService.java","3","12","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"74","com.ziksana.service.security","src/main/java/com/ziksana/service/security/MediaService.java","3","7","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"75","com.ziksana.service.security","src/main/java/com/ziksana/service/security/MemberService.java","3","14","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"76","com.ziksana.service.security","src/main/java/com/ziksana/service/security/MemberService.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"77","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","2","24","The Logger variable declaration does not contain the static and final modifiers","Java Logging Rules","LoggerIsNotStaticFinal"
"78","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"79","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"80","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"81","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","37","Parameter 'pwd' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"82","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","37","Parameter 'userId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"83","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","2","39","System.out.print is used","Java Logging Rules","SystemPrintln"
"84","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","5","40","Found 'DD'-anomaly for variable 'ctx' (lines '40'-'57').","Controversial Rules","DataflowAnomalyAnalysis"
"85","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","5","40","Found 'DU'-anomaly for variable 'ctx' (lines '40'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"86","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","41","Local variable 'contextSource' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"87","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","51","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"88","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","2","56","System.out.print is used","Java Logging Rules","SystemPrintln"
"89","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","5","57","Found 'DU'-anomaly for variable 'ctx' (lines '57'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"90","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/AuthenticationServiceImpl.java","3","62","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"91","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"92","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"93","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"94","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","22","Avoid excessively long variable names like flashRecordingScript","Naming Rules","LongVariable"
"95","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"96","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","25","Avoid excessively long variable names like flashRecordingFolder","Naming Rules","LongVariable"
"97","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"98","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MediaServiceImpl.java","3","30","Local variable 'media' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"99","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MemberServiceImpl.java","3","24","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"100","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MemberServiceImpl.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"101","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MemberServiceImpl.java","3","29","Parameter 'userName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"102","com.ziksana.service.security.impl","src/main/java/com/ziksana/service/security/impl/MemberServiceImpl.java","3","36","Parameter 'memberId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"103","com.ziksana.session.listener","src/main/java/com/ziksana/session/listener/SessionAttributeListener.java","1","16","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"104","com.ziksana.session.listener","src/main/java/com/ziksana/session/listener/SessionAttributeListener.java","3","21","Parameter 'sessionEvent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"105","com.ziksana.session.listener","src/main/java/com/ziksana/session/listener/SessionAttributeListener.java","3","27","Parameter 'sessionEvent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"106","com.ziksana.session.listener","src/main/java/com/ziksana/session/listener/SessionAttributeListener.java","3","34","Parameter 'sessionEvent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"107","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","4","6","Avoid unused imports such as 'org.junit.Assert'","Type Resolution Rules","UnusedImports"
"108","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","4","14","Avoid unused imports such as 'org.junit.Assert'","Type Resolution Rules","UnusedImports"
"109","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","4","14","Avoid unused imports such as 'org.junit.Assert'","Type Resolution Rules","UnusedImports"
"110","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","4","17","Avoid unused imports such as 'org.junit.Ignore'","Type Resolution Rules","UnusedImports"
"111","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","4","17","Avoid unused imports such as 'org.junit.Ignore'","Type Resolution Rules","UnusedImports"
"112","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","38","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"113","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"114","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","46","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"115","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","46","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"116","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","46","Document empty method","Design Rules","UncommentedEmptyMethod"
"117","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","53","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"118","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","53","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"119","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","53","Document empty method","Design Rules","UncommentedEmptyMethod"
"120","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","60","Document empty method","Design Rules","UncommentedEmptyMethod"
"121","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","67","Document empty method","Design Rules","UncommentedEmptyMethod"
"122","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","75","Local variable 'member' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"123","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","77","Local variable 'memberPersonas' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"124","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","78","Found 'DD'-anomaly for variable 'role' (lines '78'-'85').","Controversial Rules","DataflowAnomalyAnalysis"
"125","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","78","Found 'DD'-anomaly for variable 'role' (lines '78'-'88').","Controversial Rules","DataflowAnomalyAnalysis"
"126","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","85","Found 'DD'-anomaly for variable 'role' (lines '85'-'85').","Controversial Rules","DataflowAnomalyAnalysis"
"127","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","85","Found 'DD'-anomaly for variable 'role' (lines '85'-'88').","Controversial Rules","DataflowAnomalyAnalysis"
"128","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","88","Found 'DD'-anomaly for variable 'role' (lines '88'-'85').","Controversial Rules","DataflowAnomalyAnalysis"
"129","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","88","Found 'DD'-anomaly for variable 'role' (lines '88'-'88').","Controversial Rules","DataflowAnomalyAnalysis"
"130","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","97","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"131","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","97","Use assertNull(x) instead of assertTrue(x==null), or assertNotNull(x) vs assertFalse(x==null)","JUnit Rules","UseAssertNullInsteadOfAssertTrue"
"132","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","102","Local variable 'member' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"133","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","104","Local variable 'memberPersonas' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"134","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","105","Found 'DD'-anomaly for variable 'role' (lines '105'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"135","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","105","Found 'DD'-anomaly for variable 'role' (lines '105'-'115').","Controversial Rules","DataflowAnomalyAnalysis"
"136","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","112","Found 'DD'-anomaly for variable 'role' (lines '112'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"137","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","112","Found 'DD'-anomaly for variable 'role' (lines '112'-'115').","Controversial Rules","DataflowAnomalyAnalysis"
"138","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","115","Found 'DD'-anomaly for variable 'role' (lines '115'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"139","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","5","115","Found 'DD'-anomaly for variable 'role' (lines '115'-'115').","Controversial Rules","DataflowAnomalyAnalysis"
"140","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","123","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"141","com.ziksana.service.security.impl","src/test/java/com/ziksana/service/security/impl/MemberServiceImplTest.java","3","123","Use assertNull(x) instead of assertTrue(x==null), or assertNotNull(x) vs assertFalse(x==null)","JUnit Rules","UseAssertNullInsteadOfAssertTrue"
