"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"42","com.ziksana.persistence.assignment","src/main/java/com/ziksana/persistence/assignment/AssignmentMapper.java","3","16","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"43","com.ziksana.persistence.assignment","src/main/java/com/ziksana/persistence/assignment/AssignmentMapper.java","3","18","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"44","com.ziksana.service.assignment","src/main/java/com/ziksana/service/assignment/AssignmentService.java","3","17","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"45","com.ziksana.service.assignment.engagement","src/main/java/com/ziksana/service/assignment/engagement/EngagementService.java","3","23","Avoid excessively long variable names like engagementCriteriaId","Naming Rules","LongVariable"
"46","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","2","19","The Logger variable declaration does not contain the static and final modifiers","Java Logging Rules","LoggerIsNotStaticFinal"
"47","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","19","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"48","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","1","19","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"49","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"50","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","26","Parameter 'courseId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"51","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","5","27","Found 'DD'-anomaly for variable 'engagementList' (lines '27'-'30').","Controversial Rules","DataflowAnomalyAnalysis"
"52","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","39","Parameter 'engagement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"53","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","45","Parameter 'criteria' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"54","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","51","Parameter 'criteria' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"55","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","57","Parameter 'engagement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"56","com.ziksana.service.assignment.engagement.impl","src/main/java/com/ziksana/service/assignment/engagement/impl/EngagementServiceImpl.java","3","63","Avoid excessively long variable names like engagementCriteriaId","Naming Rules","LongVariable"
"57","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","3","17","Avoid unused private fields such as 'logger'.","Unused Code Rules","UnusedPrivateField"
"58","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","2","17","The Logger variable declaration does not contain the static and final modifiers","Java Logging Rules","LoggerIsNotStaticFinal"
"59","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"60","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"61","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","3","24","Parameter 'assignment' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"62","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","3","26","Local variable 'assignmentId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"63","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","2","27","System.out.print is used","Java Logging Rules","SystemPrintln"
"64","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentServiceImpl.java","2","28","System.out.print is used","Java Logging Rules","SystemPrintln"
"65","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","2","14","The Logger variable declaration does not contain the static and final modifiers","Java Logging Rules","LoggerIsNotStaticFinal"
"66","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","14","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"67","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","1","14","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"68","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","17","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"69","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","18","Avoid excessively long variable names like assignmentTestMapper","Naming Rules","LongVariable"
"70","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"71","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","21","Parameter 'memberRoleId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"72","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","23","Local variable 'testSubmission' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"73","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","30","Parameter 'testId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"74","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","31","Local variable 'testProgress' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"75","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/AssignmentTestServiceImpl.java","3","39","Parameter 'testSubmission' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"76","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/QuestionSearchCriteria.java","3","28","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"77","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/QuestionSearchCriteria.java","3","40","Parameter 'area' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"78","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/QuestionSearchCriteria.java","3","52","Parameter 'subject' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"79","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/QuestionSearchCriteria.java","3","64","Parameter 'topic' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"80","com.ziksana.service.assignment.impl","src/main/java/com/ziksana/service/assignment/impl/QuestionSearchCriteria.java","3","76","Parameter 'tags' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"81","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","40","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"82","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"83","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","47","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"84","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","47","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"85","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","47","Document empty method","Design Rules","UncommentedEmptyMethod"
"86","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","54","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"87","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","54","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"88","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","54","Document empty method","Design Rules","UncommentedEmptyMethod"
"89","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","62","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"90","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","63","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"91","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","64","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"92","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","73","Document empty method","Design Rules","UncommentedEmptyMethod"
"93","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","85","Local variable 'assignment' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"94","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","90","Local variable 'createdAssignment' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"95","com.ziksana.service.assignment.impl","src/test/java/com/ziksana/service/assignment/impl/AssignmentServiceImplTest.java","3","93","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
