"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"23","com.ziksana.service.knowmebetter","src/main/java/com/ziksana/service/knowmebetter/PersonalityTestService.java","3","22","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"24","com.ziksana.service.knowmebetter","src/main/java/com/ziksana/service/knowmebetter/PersonalityTestService.java","3","24","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"25","com.ziksana.service.knowmebetter","src/main/java/com/ziksana/service/knowmebetter/PersonalityTestService.java","3","26","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"26","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","21","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"27","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","22","Avoid excessively long variable names like personalityTestMapper","Naming Rules","LongVariable"
"28","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"29","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","5","26","Found 'DD'-anomaly for variable 'questionList' (lines '26'-'29').","Controversial Rules","DataflowAnomalyAnalysis"
"30","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","27","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"31","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","38","Parameter 'question' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"32","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","38","Parameter 'userChoice' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"33","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","39","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"34","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","5","49","Found 'DD'-anomaly for variable 'questionResponse' (lines '49'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"35","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","51","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"36","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","61","Parameter 'question' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"37","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","61","Parameter 'userChoice' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"38","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","71","Parameter 'questionBankId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"39","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","5","72","Found 'DD'-anomaly for variable 'questionList' (lines '72'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"40","com.ziksana.service.knowmebetter.impl","src/main/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImpl.java","3","73","Local variable 'memberRoleId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"41","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","4","3","Avoid unused imports such as 'org.junit.Assert'","Type Resolution Rules","UnusedImports"
"42","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","34","Avoid excessively long variable names like personalityTestService","Naming Rules","LongVariable"
"43","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"44","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","37","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"45","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","37","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"46","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","37","Document empty method","Design Rules","UncommentedEmptyMethod"
"47","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","41","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"48","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","41","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"49","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","41","Document empty method","Design Rules","UncommentedEmptyMethod"
"50","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","46","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"51","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","47","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"52","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","49","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"53","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","55","Document empty method","Design Rules","UncommentedEmptyMethod"
"54","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","58","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"55","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","60","Local variable 'memberId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"56","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","61","Local variable 'memberPersonaId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"57","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","73","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"58","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","86","JUnit tests should include assert() or fail()","JUnit Rules","JUnitTestsShouldIncludeAssert"
"59","com.ziksana.service.knowmebetter.impl","src/test/java/com/ziksana/service/knowmebetter/impl/PersonalityTestServiceImplTest.java","3","95","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
