"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"18","com.ziksana.service.subjectclassification","src/main/java/com/ziksana/service/subjectclassification/SubjectClassificationService.java","3","18","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"19","com.ziksana.service.subjectclassification","src/main/java/com/ziksana/service/subjectclassification/SubjectClassificationService.java","3","27","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"20","com.ziksana.service.subjectclassification","src/main/java/com/ziksana/service/subjectclassification/SubjectClassificationService.java","3","36","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"21","com.ziksana.service.subjectclassification","src/main/java/com/ziksana/service/subjectclassification/SubjectClassificationService.java","3","44","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"22","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"23","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","14","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"24","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","34","The String literal 'Philosophy and psychology' appears 5 times in this file; the first occurrence is on line 34","String and StringBuffer Rules","AvoidDuplicateLiterals"
"25","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","38","The String literal 'Metaphysics' appears 4 times in this file; the first occurrence is on line 38","String and StringBuffer Rules","AvoidDuplicateLiterals"
"26","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","77","Parameter 'area' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"27","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","88","Parameter 'area' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"28","com.ziksana.service.subjectclassification.impl","src/main/java/com/ziksana/service/subjectclassification/impl/MockSubjectClassificationServiceImpl.java","3","88","Parameter 'subject' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"29","com.ziksana.util","src/main/java/com/ziksana/util/App.java","3","9","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"30","com.ziksana.util","src/main/java/com/ziksana/util/App.java","3","10","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"31","com.ziksana.util","src/main/java/com/ziksana/util/App.java","2","11","System.out.print is used","Java Logging Rules","SystemPrintln"
"32","com.ziksana.util","src/main/java/com/ziksana/util/App.java","3","13","Local variable 'enumUtil' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"33","com.ziksana.util","src/main/java/com/ziksana/util/App.java","2","15","System.out.print is used","Java Logging Rules","SystemPrintln"
"34","com.ziksana.util","src/main/java/com/ziksana/util/App.java","3","16","Local variable 'mapUtil' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"35","com.ziksana.util","src/main/java/com/ziksana/util/App.java","2","19","System.out.print is used","Java Logging Rules","SystemPrintln"
"36","com.ziksana.util","src/main/java/com/ziksana/util/App.java","2","21","System.out.print is used","Java Logging Rules","SystemPrintln"
"37","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","3","12","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"38","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","3","13","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"39","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","3","21","Parameter 'category' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"40","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","2","28","System.out.print is used","Java Logging Rules","SystemPrintln"
"41","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","2","30","System.out.print is used","Java Logging Rules","SystemPrintln"
"42","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","2","32","System.out.print is used","Java Logging Rules","SystemPrintln"
"43","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","3","36","Parameter 'mapUtil' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"44","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","3","40","Parameter 'category' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"45","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","2","41","System.out.print is used","Java Logging Rules","SystemPrintln"
"46","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","5","42","Found 'DD'-anomaly for variable 'mapUtil' (lines '42'-'44').","Controversial Rules","DataflowAnomalyAnalysis"
"47","com.ziksana.util","src/main/java/com/ziksana/util/EnumUtil.java","2","47","System.out.print is used","Java Logging Rules","SystemPrintln"
"48","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"49","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","19","Local variable 'enumUtil' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"50","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","2","22","System.out.print is used","Java Logging Rules","SystemPrintln"
"51","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","2","33","System.out.print is used","Java Logging Rules","SystemPrintln"
"52","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","2","44","System.out.print is used","Java Logging Rules","SystemPrintln"
"53","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","51","Avoid variables with short names like id","Naming Rules","ShortVariable"
"54","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","51","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"55","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","59","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"56","com.ziksana.util","src/main/java/com/ziksana/util/Geography.java","3","59","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"57","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","3","3","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"58","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","3","9","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"59","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","3","9","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"60","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","3","9","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"61","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","2","10","System.out.print is used","Java Logging Rules","SystemPrintln"
"62","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","3","12","Local variable 'geography' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"63","com.ziksana.util","src/main/java/com/ziksana/util/GeographyTest.java","2","14","System.out.print is used","Java Logging Rules","SystemPrintln"
"64","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","11","Parameter 'treeObject' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"65","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","12","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"66","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","12","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"67","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","12","StringBuffer constructor is initialized with size 16, but has at least 91 characters appended.","String and StringBuffer Rules","InsufficientStringBufferDeclaration"
"68","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","13","StringBuffer.append is called 2 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"69","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","17","Avoid excessively long variable names like courseLearningComponentList","Naming Rules","LongVariable"
"70","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","17","Local variable 'courseLearningComponentList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"71","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","26","Avoid excessively long variable names like getCourseLearningComponentId","Naming Rules","LongVariable"
"72","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","26","Local variable 'getCourseLearningComponentId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"73","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","29","Avoid excessively long variable names like learningContentList","Naming Rules","LongVariable"
"74","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","29","Local variable 'learningContentList' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"75","com.ziksana.util","src/main/java/com/ziksana/util/TreeNodeObjXML.java","3","33","StringBuffer.append is called 2 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"76","com.ziksana.util","src/main/java/com/ziksana/util/Util.java","3","6","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"77","com.ziksana.util","src/main/java/com/ziksana/util/Util.java","3","9","Parameter 'controller' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"78","com.ziksana.util","src/main/java/com/ziksana/util/Util.java","3","11","Local variable 'header' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"79","com.ziksana.util","src/main/java/com/ziksana/util/Util.java","3","13","Local variable 'token' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"80","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","28","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"81","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"82","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","34","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"83","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","34","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"84","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","34","Document empty method","Design Rules","UncommentedEmptyMethod"
"85","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","40","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"86","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","40","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"87","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","40","Document empty method","Design Rules","UncommentedEmptyMethod"
"88","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","48","Document empty method","Design Rules","UncommentedEmptyMethod"
"89","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","48","JUnit 4 tests that set up tests should use the @Before annotation","Migration Rules","JUnit4TestShouldUseBeforeAnnotation"
"90","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","57","Document empty method","Design Rules","UncommentedEmptyMethod"
"91","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","57","JUnit 4 tests that clean up tests should use the @After annotation","Migration Rules","JUnit4TestShouldUseAfterAnnotation"
"92","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","68","Local variable 'map' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"93","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","2","70","System.out.print is used","Java Logging Rules","SystemPrintln"
"94","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","72","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"95","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","3","72","Use assertSame(x, y) instead of assertTrue(x==y), or assertNotSame(x,y) vs assertFalse(x==y)","JUnit Rules","UseAssertSameInsteadOfAssertTrue"
"96","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/DataServiceImplTest.java","2","73","System.out.print is used","Java Logging Rules","SystemPrintln"
"97","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","28","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"98","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"99","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","34","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"100","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","34","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"101","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","34","Document empty method","Design Rules","UncommentedEmptyMethod"
"102","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","40","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"103","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","40","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"104","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","40","Document empty method","Design Rules","UncommentedEmptyMethod"
"105","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","48","Document empty method","Design Rules","UncommentedEmptyMethod"
"106","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","48","JUnit 4 tests that set up tests should use the @Before annotation","Migration Rules","JUnit4TestShouldUseBeforeAnnotation"
"107","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","57","Document empty method","Design Rules","UncommentedEmptyMethod"
"108","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","57","JUnit 4 tests that clean up tests should use the @After annotation","Migration Rules","JUnit4TestShouldUseAfterAnnotation"
"109","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","68","Local variable 'map' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"110","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","2","70","System.out.print is used","Java Logging Rules","SystemPrintln"
"111","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","2","75","System.out.print is used","Java Logging Rules","SystemPrintln"
"112","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","79","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"113","com.ziksana.service.data.impl","src/test/java/com/ziksana/service/data/impl/EnumDataServiceImplTest.java","3","79","Use assertSame(x, y) instead of assertTrue(x==y), or assertNotSame(x,y) vs assertFalse(x==y)","JUnit Rules","UseAssertSameInsteadOfAssertTrue"
"114","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","3","7","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"115","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","3","12","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"116","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","3","15","Avoid excessively long variable names like subjectClassificationService","Naming Rules","LongVariable"
"117","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","3","15","Local variable 'subjectClassificationService' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"118","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","2","18","System.out.print is used","Java Logging Rules","SystemPrintln"
"119","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","2","21","System.out.print is used","Java Logging Rules","SystemPrintln"
"120","com.ziksana.tester.subjectclassification","src/test/java/com/ziksana/tester/subjectclassification/SubjectClassificationTest.java","2","24","System.out.print is used","Java Logging Rules","SystemPrintln"
"121","com.ziksana.util","src/test/java/com/ziksana/util/AppTest.java","3","18","Parameter 'testName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"122","com.ziksana.util","src/test/java/com/ziksana/util/AppTest.java","3","26","JUnit 4 indicates test suites via annotations, not the suite method.","Migration Rules","JUnit4SuitesShouldUseSuiteAnnotation"
"123","com.ziksana.util","src/test/java/com/ziksana/util/AppTest.java","3","34","JUnit 4 tests that execute tests should use the @Test annotation","Migration Rules","JUnit4TestShouldUseTestAnnotation"
"124","com.ziksana.util","src/test/java/com/ziksana/util/AppTest.java","3","36","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"125","com.ziksana.util","src/test/java/com/ziksana/util/AppTest.java","3","36","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
