"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"28","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","23","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"29","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"30","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","33","Avoid excessively long variable names like creatorMemberPersona","Naming Rules","LongVariable"
"31","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","45","Parameter 'assignmentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"32","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","57","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"33","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","69","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"34","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/Assignment.java","3","117","Avoid excessively long variable names like creatorMemberPersona","Naming Rules","LongVariable"
"35","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"36","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","23","Avoid variables with short names like id","Naming Rules","ShortVariable"
"37","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","23","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"38","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","23","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"39","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","36","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"40","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentContentType.java","3","36","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"41","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","15","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"42","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","15","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"43","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","15","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"44","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","23","Avoid excessively long variable names like sourceAssignmentTest","Naming Rules","LongVariable"
"45","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","24","Avoid excessively long variable names like linkedAssignmentTest","Naming Rules","LongVariable"
"46","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","36","Parameter 'testLinkId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"47","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","48","Parameter 'linkReason' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"48","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","60","Parameter 'description' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"49","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","72","Avoid excessively long variable names like sourceAssignmentTest","Naming Rules","LongVariable"
"50","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","72","Parameter 'sourceAssignmentTest' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"51","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","84","Avoid excessively long variable names like linkedAssignmentTest","Naming Rules","LongVariable"
"52","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestLink.java","3","84","Parameter 'linkedAssignmentTest' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"53","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","17","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"54","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","17","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"55","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","17","Parameter 'cellValue' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"56","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","18","Parameter 'rubric' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"57","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","18","Parameter 'test' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"58","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","25","Avoid excessively long variable names like assignmentTestRubricId","Naming Rules","LongVariable"
"59","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","43","Avoid excessively long variable names like assignmentTestRubricId","Naming Rules","LongVariable"
"60","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestRubric.java","3","43","Parameter 'assignmentTestRubricId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"61","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestSettings.java","3","12","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"62","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestSettings.java","3","12","Parameter 'property' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"63","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestSettings.java","3","13","Parameter 'propertyValue' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"64","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestSettings.java","3","13","Parameter 'propertyValueType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"65","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/AssignmentTestSettings.java","3","40","Parameter 'testSettingsId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"66","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","12","Avoid variables with short names like id","Naming Rules","ShortVariable"
"67","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"68","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"69","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","16","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"70","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","29","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"71","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/DifficultyLevel.java","3","29","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"72","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","11","Avoid variables with short names like id","Naming Rules","ShortVariable"
"73","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"74","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","15","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"75","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","15","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"76","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","28","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"77","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/LinkReason.java","3","28","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"78","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","10","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"79","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","10","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"80","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","10","Parameter 'testModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"81","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","16","Avoid excessively long variable names like nextBestQuestionId","Naming Rules","LongVariable"
"82","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","25","Avoid excessively long variable names like nextBestQuestionId","Naming Rules","LongVariable"
"83","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","25","Parameter 'nextBestQuestionId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"84","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","31","Parameter 'testModel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"85","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/NextBestQuestion.java","3","37","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"86","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","12","This class name ends with 'Test' but contains no test cases","JUnit Rules","TestClassWithoutTestCases"
"87","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"88","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","29","Parameter 'packageTestId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"89","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","41","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"90","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","53","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"91","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","65","Parameter 'assignment' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"92","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageTest.java","3","77","Parameter 'testPackage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"93","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","10","Avoid variables with short names like id","Naming Rules","ShortVariable"
"94","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"95","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","13","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"96","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","13","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"97","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","26","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"98","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PackageUsageType.java","3","26","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"99","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","12","Avoid variables with short names like id","Naming Rules","ShortVariable"
"100","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"101","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"102","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","16","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"103","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","29","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"104","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/PenaltyFactor.java","3","29","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"105","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"106","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"107","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","19","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"108","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","19","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"109","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","32","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"110","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/ProficiencyLevel.java","3","32","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"111","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"112","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"113","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","19","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"114","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","19","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"115","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","32","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"116","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionApplicableType.java","3","32","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"117","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","1","This class has a bunch of public methods and attributes","Code Size Rules","ExcessivePublicCount"
"118","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","14","Too many fields","Code Size Rules","TooManyFields"
"119","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","17","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"120","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","17","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"121","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","17","Parameter 'difficultyLevel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"122","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","18","Parameter 'proficiencyLevel' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"123","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","18","Parameter 'questionType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"124","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","19","Parameter 'instruction' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"125","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","20","Avoid excessively long variable names like questionApplicableType","Naming Rules","LongVariable"
"126","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","37","Avoid excessively long variable names like proficiencyLevelId","Naming Rules","LongVariable"
"127","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","41","Avoid excessively long variable names like additionalInfoPath","Naming Rules","LongVariable"
"128","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","43","Avoid excessively long variable names like multipleAnswerIndicator","Naming Rules","LongVariable"
"129","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBank.java","3","44","Avoid excessively long variable names like groupWorkIndicator","Naming Rules","LongVariable"
"130","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","15","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"131","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","15","Parameter 'active' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"132","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","15","Parameter 'answerContent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"133","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","16","Parameter 'answerSequence' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"134","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","16","Parameter 'correctIndicator' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"135","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","17","Parameter 'questionBankId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"136","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","18","Avoid excessively long variable names like matchingQtnBankAnswer","Naming Rules","LongVariable"
"137","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","28","Avoid excessively long variable names like questionBankAnswerId","Naming Rules","LongVariable"
"138","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","33","Avoid excessively long variable names like answerReflectionComment","Naming Rules","LongVariable"
"139","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","34","Avoid excessively long variable names like answerKeywordWeight","Naming Rules","LongVariable"
"140","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionBankAnswer.java","3","37","Avoid excessively long variable names like matchingQtnBankAnswer","Naming Rules","LongVariable"
"141","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionTagcloud.java","3","14","Parameter 'tagName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"142","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionTagcloud.java","3","14","Parameter 'tagType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"143","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionTagcloud.java","3","29","Parameter 'tagId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"144","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionTagcloud.java","3","41","Parameter 'questionBank' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"145","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","20","Avoid variables with short names like id","Naming Rules","ShortVariable"
"146","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","24","Avoid variables with short names like id","Naming Rules","ShortVariable"
"147","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","24","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"148","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","24","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"149","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","37","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"150","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionType.java","3","37","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"151","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionVisual.java","3","16","Parameter 'visualPath' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"152","com.ziksana.domain.assessment","src/main/java/com/ziksana/domain/assessment/QuestionVisual.java","3","16","Parameter 'visualType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
